Entity 1	Entity 2	Weight	Network group	Network
HSD3B2	HSD17B7	0.014823673	Shared protein domains	PFAM
HSD3B2	HSD17B14	0.014975383	Shared protein domains	PFAM
HSD3B2	HSD3B7	0.038889337	Shared protein domains	PFAM
HSD3B2	HSD17B8	0.010727811	Shared protein domains	PFAM
HSD3B2	HSD17B1	0.010660464	Shared protein domains	PFAM
HSD3B2	HSD3B1	0.038889337	Shared protein domains	PFAM
HSD3B2	HSD17B10	0.010734095	Shared protein domains	PFAM
HSD3B2	HSD17B4	0.010023338	Shared protein domains	PFAM
TECRL	SRD5A3	0.36178342	Shared protein domains	PFAM
TECRL	SRD5A1	0.24280466	Shared protein domains	PFAM
TECR	SRD5A3	0.36178342	Shared protein domains	PFAM
TECR	SRD5A1	0.24280466	Shared protein domains	PFAM
TECR	TECRL	0.36178342	Shared protein domains	PFAM
DHRS4L2	HSD17B13	0.016834447	Shared protein domains	PFAM
DHRS4L2	HSD17B11	0.016835095	Shared protein domains	PFAM
DHRS4L2	HSD17B12	0.02179846	Shared protein domains	PFAM
DHRS4L2	HSD17B7	0.014481859	Shared protein domains	PFAM
DHRS4L2	HSD17B14	0.014630072	Shared protein domains	PFAM
DHRS4L2	HSD3B7	0.010344564	Shared protein domains	PFAM
DHRS4L2	HSD17B8	0.016831927	Shared protein domains	PFAM
DHRS4L2	HSD17B6	0.021805342	Shared protein domains	PFAM
DHRS4L2	HSD17B1	0.016726261	Shared protein domains	PFAM
DHRS4L2	HSD3B1	0.010344564	Shared protein domains	PFAM
DHRS4L2	RDH5	0.014186159	Shared protein domains	PFAM
DHRS4L2	HSD17B10	0.016841788	Shared protein domains	PFAM
DHRS4L2	HSD17B3	0.014186159	Shared protein domains	PFAM
DHRS4L2	HSD17B2	0.011120104	Shared protein domains	PFAM
DHRS4L2	HSD17B4	0.015726607	Shared protein domains	PFAM
DHRS4L2	HSD3B2	0.010344564	Shared protein domains	PFAM
HSDL1	HSD17B13	0.015249801	Shared protein domains	PFAM
HSDL1	HSD17B11	0.0152503885	Shared protein domains	PFAM
HSDL1	HSD17B12	0.019750705	Shared protein domains	PFAM
HSDL1	HSD17B7	0.013118664	Shared protein domains	PFAM
HSDL1	HSD17B14	0.013252925	Shared protein domains	PFAM
HSDL1	HSD3B7	0.050370988	Shared protein domains	PFAM
HSDL1	HSD17B8	0.015247518	Shared protein domains	PFAM
HSDL1	HSD17B6	0.019752778	Shared protein domains	PFAM
HSDL1	HSD17B1	0.015151797	Shared protein domains	PFAM
HSDL1	HSD3B1	0.050370988	Shared protein domains	PFAM
HSDL1	RDH5	0.012850799	Shared protein domains	PFAM
HSDL1	HSD17B10	0.0152564505	Shared protein domains	PFAM
HSDL1	HSD17B3	0.012850799	Shared protein domains	PFAM
HSDL1	HSD17B2	0.010073355	Shared protein domains	PFAM
HSDL1	HSD17B4	0.014246242	Shared protein domains	PFAM
HSDL1	HSD3B2	0.050370988	Shared protein domains	PFAM
HSDL1	DHRS4L2	0.014702806	Shared protein domains	PFAM
DHRS4	HSD17B13	0.017468302	Shared protein domains	PFAM
DHRS4	HSD17B11	0.017468974	Shared protein domains	PFAM
DHRS4	HSD17B12	0.022623986	Shared protein domains	PFAM
DHRS4	HSD17B7	0.015027134	Shared protein domains	PFAM
DHRS4	HSD17B14	0.015180927	Shared protein domains	PFAM
DHRS4	HSD3B7	0.010734061	Shared protein domains	PFAM
DHRS4	HSD17B8	0.017465686	Shared protein domains	PFAM
DHRS4	HSD17B6	0.022612704	Shared protein domains	PFAM
DHRS4	HSD17B1	0.01735604	Shared protein domains	PFAM
DHRS4	HSD3B1	0.010734061	Shared protein domains	PFAM
DHRS4	RDH5	0.014720299	Shared protein domains	PFAM
DHRS4	HSD17B10	0.017475918	Shared protein domains	PFAM
DHRS4	HSD17B3	0.014720299	Shared protein domains	PFAM
DHRS4	HSD17B2	0.024004966	Shared protein domains	PFAM
DHRS4	HSD17B4	0.01631875	Shared protein domains	PFAM
DHRS4	HSD3B2	0.010734061	Shared protein domains	PFAM
DHRS4	DHRS4L2	0.016841734	Shared protein domains	PFAM
DHRS4	HSDL1	0.015256399	Shared protein domains	PFAM
RDH10	HSD17B13	0.01746143	Shared protein domains	PFAM
RDH10	HSD17B11	0.017462105	Shared protein domains	PFAM
RDH10	HSD17B12	0.022610324	Shared protein domains	PFAM
RDH10	HSD17B7	0.015021223	Shared protein domains	PFAM
RDH10	HSD17B14	0.015174955	Shared protein domains	PFAM
RDH10	HSD3B7	0.010729837	Shared protein domains	PFAM
RDH10	HSD17B8	0.017458817	Shared protein domains	PFAM
RDH10	HSD17B6	0.022617461	Shared protein domains	PFAM
RDH10	HSD17B1	0.017349213	Shared protein domains	PFAM
RDH10	HSD3B1	0.010729837	Shared protein domains	PFAM
RDH10	RDH5	0.014714509	Shared protein domains	PFAM
RDH10	HSD17B10	0.017469045	Shared protein domains	PFAM
RDH10	HSD17B3	0.014714509	Shared protein domains	PFAM
RDH10	HSD17B2	0.011534262	Shared protein domains	PFAM
RDH10	HSD17B4	0.01631233	Shared protein domains	PFAM
RDH10	HSD3B2	0.010729837	Shared protein domains	PFAM
RDH10	DHRS4L2	0.016835108	Shared protein domains	PFAM
RDH10	HSDL1	0.015250399	Shared protein domains	PFAM
RDH10	DHRS4	0.017468987	Shared protein domains	PFAM
DHRSX	HSD17B13	0.01517436	Shared protein domains	PFAM
DHRSX	HSD17B11	0.015174944	Shared protein domains	PFAM
DHRSX	HSD17B12	0.009444733	Shared protein domains	PFAM
DHRSX	HSD17B7	0.02096166	Shared protein domains	PFAM
DHRSX	HSD17B14	0.02117619	Shared protein domains	PFAM
DHRSX	HSD3B7	0.014975383	Shared protein domains	PFAM
DHRSX	HSD17B8	0.0151720885	Shared protein domains	PFAM
DHRSX	HSD17B6	0.009445724	Shared protein domains	PFAM
DHRSX	HSD17B1	0.01507684	Shared protein domains	PFAM
DHRSX	HSD3B1	0.014975383	Shared protein domains	PFAM
DHRSX	RDH5	0.012784319	Shared protein domains	PFAM
DHRSX	HSD17B10	0.015180977	Shared protein domains	PFAM
DHRSX	HSD17B3	0.012784319	Shared protein domains	PFAM
DHRSX	HSD17B2	0.010021244	Shared protein domains	PFAM
DHRSX	HSD17B4	0.014175769	Shared protein domains	PFAM
DHRSX	HSD3B2	0.014975383	Shared protein domains	PFAM
DHRSX	DHRS4L2	0.014630072	Shared protein domains	PFAM
DHRSX	HSDL1	0.013252925	Shared protein domains	PFAM
DHRSX	DHRS4	0.015180927	Shared protein domains	PFAM
DHRSX	RDH10	0.015174955	Shared protein domains	PFAM
DECR2	HSD17B13	0.01746836	Shared protein domains	PFAM
DECR2	HSD17B11	0.017469034	Shared protein domains	PFAM
DECR2	HSD17B12	0.022619296	Shared protein domains	PFAM
DECR2	HSD17B7	0.015027184	Shared protein domains	PFAM
DECR2	HSD17B14	0.015180977	Shared protein domains	PFAM
DECR2	HSD3B7	0.010734095	Shared protein domains	PFAM
DECR2	HSD17B8	0.017465746	Shared protein domains	PFAM
DECR2	HSD17B6	0.02261278	Shared protein domains	PFAM
DECR2	HSD17B1	0.017356098	Shared protein domains	PFAM
DECR2	HSD3B1	0.010734095	Shared protein domains	PFAM
DECR2	RDH5	0.014720348	Shared protein domains	PFAM
DECR2	HSD17B10	0.017475978	Shared protein domains	PFAM
DECR2	HSD17B3	0.014720348	Shared protein domains	PFAM
DECR2	HSD17B2	0.024005044	Shared protein domains	PFAM
DECR2	HSD17B4	0.016318802	Shared protein domains	PFAM
DECR2	HSD3B2	0.010734095	Shared protein domains	PFAM
DECR2	DHRS4L2	0.016841788	Shared protein domains	PFAM
DECR2	HSDL1	0.0152564505	Shared protein domains	PFAM
DECR2	DHRS4	0.017475918	Shared protein domains	PFAM
DECR2	RDH10	0.017469045	Shared protein domains	PFAM
DECR2	DHRSX	0.015180977	Shared protein domains	PFAM
DCXR	HSD17B13	0.016600348	Shared protein domains	PFAM
DCXR	HSD17B11	0.016600987	Shared protein domains	PFAM
DCXR	HSD17B12	0.02149986	Shared protein domains	PFAM
DCXR	HSD17B7	0.014280475	Shared protein domains	PFAM
DCXR	HSD17B14	0.014426626	Shared protein domains	PFAM
DCXR	HSD3B7	0.010200713	Shared protein domains	PFAM
DCXR	HSD17B8	0.016597863	Shared protein domains	PFAM
DCXR	HSD17B6	0.021502117	Shared protein domains	PFAM
DCXR	HSD17B1	0.016493665	Shared protein domains	PFAM
DCXR	HSD3B1	0.010200713	Shared protein domains	PFAM
DCXR	RDH5	0.013988886	Shared protein domains	PFAM
DCXR	HSD17B10	0.016607586	Shared protein domains	PFAM
DCXR	HSD17B3	0.013988886	Shared protein domains	PFAM
DCXR	HSD17B2	0.022812221	Shared protein domains	PFAM
DCXR	HSD17B4	0.015507913	Shared protein domains	PFAM
DCXR	HSD3B2	0.010200713	Shared protein domains	PFAM
DCXR	DHRS4L2	0.01600491	Shared protein domains	PFAM
DCXR	HSDL1	0.014498349	Shared protein domains	PFAM
DCXR	DHRS4	0.016607532	Shared protein domains	PFAM
DCXR	RDH10	0.016600998	Shared protein domains	PFAM
DCXR	DHRSX	0.014426626	Shared protein domains	PFAM
DCXR	DECR2	0.016607586	Shared protein domains	PFAM
HSD11B1L	HSD17B13	0.01735604	Shared protein domains	PFAM
HSD11B1L	HSD17B11	0.017356709	Shared protein domains	PFAM
HSD11B1L	HSD17B12	0.022473857	Shared protein domains	PFAM
HSD11B1L	HSD17B7	0.014930561	Shared protein domains	PFAM
HSD11B1L	HSD17B14	0.015083364	Shared protein domains	PFAM
HSD11B1L	HSD3B7	0.010665077	Shared protein domains	PFAM
HSD11B1L	HSD17B8	0.017353442	Shared protein domains	PFAM
HSD11B1L	HSD17B6	0.02246738	Shared protein domains	PFAM
HSD11B1L	HSD17B1	0.017244501	Shared protein domains	PFAM
HSD11B1L	HSD3B1	0.010665077	Shared protein domains	PFAM
HSD11B1L	RDH5	0.014625697	Shared protein domains	PFAM
HSD11B1L	HSD17B10	0.017363608	Shared protein domains	PFAM
HSD11B1L	HSD17B3	0.014625697	Shared protein domains	PFAM
HSD11B1L	HSD17B2	0.023850694	Shared protein domains	PFAM
HSD11B1L	HSD17B4	0.016213875	Shared protein domains	PFAM
HSD11B1L	HSD3B2	0.010665077	Shared protein domains	PFAM
HSD11B1L	DHRS4L2	0.0167335	Shared protein domains	PFAM
HSD11B1L	HSDL1	0.015158353	Shared protein domains	PFAM
HSD11B1L	DHRS4	0.01736355	Shared protein domains	PFAM
HSD11B1L	RDH10	0.01735672	Shared protein domains	PFAM
HSD11B1L	DHRSX	0.015083364	Shared protein domains	PFAM
HSD11B1L	DECR2	0.017363608	Shared protein domains	PFAM
HSD11B1L	DCXR	0.016500803	Shared protein domains	PFAM
RDH8	HSD17B13	0.01746836	Shared protein domains	PFAM
RDH8	HSD17B11	0.017469034	Shared protein domains	PFAM
RDH8	HSD17B12	0.022619296	Shared protein domains	PFAM
RDH8	HSD17B7	0.015027184	Shared protein domains	PFAM
RDH8	HSD17B14	0.015180977	Shared protein domains	PFAM
RDH8	HSD3B7	0.010734095	Shared protein domains	PFAM
RDH8	HSD17B8	0.017465746	Shared protein domains	PFAM
RDH8	HSD17B6	0.02261278	Shared protein domains	PFAM
RDH8	HSD17B1	0.017356098	Shared protein domains	PFAM
RDH8	HSD3B1	0.010734095	Shared protein domains	PFAM
RDH8	RDH5	0.014720348	Shared protein domains	PFAM
RDH8	HSD17B10	0.017475978	Shared protein domains	PFAM
RDH8	HSD17B3	0.014720348	Shared protein domains	PFAM
RDH8	HSD17B2	0.024005044	Shared protein domains	PFAM
RDH8	HSD17B4	0.016318802	Shared protein domains	PFAM
RDH8	HSD3B2	0.010734095	Shared protein domains	PFAM
RDH8	DHRS4L2	0.016841788	Shared protein domains	PFAM
RDH8	HSDL1	0.0152564505	Shared protein domains	PFAM
RDH8	DHRS4	0.017475918	Shared protein domains	PFAM
RDH8	RDH10	0.017469045	Shared protein domains	PFAM
RDH8	DHRSX	0.015180977	Shared protein domains	PFAM
RDH8	DECR2	0.017475978	Shared protein domains	PFAM
RDH8	DCXR	0.016607586	Shared protein domains	PFAM
RDH8	HSD11B1L	0.017363608	Shared protein domains	PFAM
SDR16C5	HSD17B13	0.017460747	Shared protein domains	PFAM
SDR16C5	HSD17B11	0.01746142	Shared protein domains	PFAM
SDR16C5	HSD17B12	0.0226142	Shared protein domains	PFAM
SDR16C5	HSD17B7	0.015020634	Shared protein domains	PFAM
SDR16C5	HSD17B14	0.01517436	Shared protein domains	PFAM
SDR16C5	HSD3B7	0.010729416	Shared protein domains	PFAM
SDR16C5	HSD17B8	0.017458133	Shared protein domains	PFAM
SDR16C5	HSD17B6	0.022616573	Shared protein domains	PFAM
SDR16C5	HSD17B1	0.017348532	Shared protein domains	PFAM
SDR16C5	HSD3B1	0.010729416	Shared protein domains	PFAM
SDR16C5	RDH5	0.014713932	Shared protein domains	PFAM
SDR16C5	HSD17B10	0.01746836	Shared protein domains	PFAM
SDR16C5	HSD17B3	0.014713932	Shared protein domains	PFAM
SDR16C5	HSD17B2	0.02399458	Shared protein domains	PFAM
SDR16C5	HSD17B4	0.01631169	Shared protein domains	PFAM
SDR16C5	HSD3B2	0.010729416	Shared protein domains	PFAM
SDR16C5	DHRS4L2	0.016834447	Shared protein domains	PFAM
SDR16C5	HSDL1	0.015249801	Shared protein domains	PFAM
SDR16C5	DHRS4	0.017468302	Shared protein domains	PFAM
SDR16C5	RDH10	0.01746143	Shared protein domains	PFAM
SDR16C5	DHRSX	0.01517436	Shared protein domains	PFAM
SDR16C5	DECR2	0.01746836	Shared protein domains	PFAM
SDR16C5	DCXR	0.016600348	Shared protein domains	PFAM
SDR16C5	HSD11B1L	0.01735604	Shared protein domains	PFAM
SDR16C5	RDH8	0.01746836	Shared protein domains	PFAM
DHRS2	HSD17B13	0.017468302	Shared protein domains	PFAM
DHRS2	HSD17B11	0.017468974	Shared protein domains	PFAM
DHRS2	HSD17B12	0.022619221	Shared protein domains	PFAM
DHRS2	HSD17B7	0.015027134	Shared protein domains	PFAM
DHRS2	HSD17B14	0.015180927	Shared protein domains	PFAM
DHRS2	HSD3B7	0.010734061	Shared protein domains	PFAM
DHRS2	HSD17B8	0.017465686	Shared protein domains	PFAM
DHRS2	HSD17B6	0.022612704	Shared protein domains	PFAM
DHRS2	HSD17B1	0.01735604	Shared protein domains	PFAM
DHRS2	HSD3B1	0.010734061	Shared protein domains	PFAM
DHRS2	RDH5	0.014720299	Shared protein domains	PFAM
DHRS2	HSD17B10	0.017475918	Shared protein domains	PFAM
DHRS2	HSD17B3	0.014720299	Shared protein domains	PFAM
DHRS2	HSD17B2	0.024004966	Shared protein domains	PFAM
DHRS2	HSD17B4	0.01631875	Shared protein domains	PFAM
DHRS2	HSD3B2	0.010734061	Shared protein domains	PFAM
DHRS2	DHRS4L2	0.016841734	Shared protein domains	PFAM
DHRS2	HSDL1	0.015256399	Shared protein domains	PFAM
DHRS2	DHRS4	0.017475862	Shared protein domains	PFAM
DHRS2	RDH10	0.017468987	Shared protein domains	PFAM
DHRS2	DHRSX	0.015180927	Shared protein domains	PFAM
DHRS2	DECR2	0.017475918	Shared protein domains	PFAM
DHRS2	DCXR	0.016607532	Shared protein domains	PFAM
DHRS2	HSD11B1L	0.01736355	Shared protein domains	PFAM
DHRS2	RDH8	0.017475918	Shared protein domains	PFAM
DHRS2	SDR16C5	0.017468302	Shared protein domains	PFAM
BDH1	HSD17B13	0.017139232	Shared protein domains	PFAM
BDH1	HSD17B11	0.017139891	Shared protein domains	PFAM
BDH1	HSD17B12	0.02219779	Shared protein domains	PFAM
BDH1	HSD17B7	0.01474405	Shared protein domains	PFAM
BDH1	HSD17B14	0.014894946	Shared protein domains	PFAM
BDH1	HSD3B7	0.01053185	Shared protein domains	PFAM
BDH1	HSD17B8	0.017136665	Shared protein domains	PFAM
BDH1	HSD17B6	0.022186723	Shared protein domains	PFAM
BDH1	HSD17B1	0.017029084	Shared protein domains	PFAM
BDH1	HSD3B1	0.01053185	Shared protein domains	PFAM
BDH1	RDH5	0.014442995	Shared protein domains	PFAM
BDH1	HSD17B10	0.017146705	Shared protein domains	PFAM
BDH1	HSD17B3	0.014442995	Shared protein domains	PFAM
BDH1	HSD17B2	0.023552757	Shared protein domains	PFAM
BDH1	HSD17B4	0.016011333	Shared protein domains	PFAM
BDH1	HSD3B2	0.01053185	Shared protein domains	PFAM
BDH1	DHRS4L2	0.016524464	Shared protein domains	PFAM
BDH1	HSDL1	0.014968997	Shared protein domains	PFAM
BDH1	DHRS4	0.017146649	Shared protein domains	PFAM
BDH1	RDH10	0.017139904	Shared protein domains	PFAM
BDH1	DHRSX	0.014894946	Shared protein domains	PFAM
BDH1	DECR2	0.017146705	Shared protein domains	PFAM
BDH1	DCXR	0.016294675	Shared protein domains	PFAM
BDH1	HSD11B1L	0.017036453	Shared protein domains	PFAM
BDH1	RDH8	0.017146705	Shared protein domains	PFAM
BDH1	SDR16C5	0.017139232	Shared protein domains	PFAM
BDH1	DHRS2	0.017146649	Shared protein domains	PFAM
DHRS1	HSD17B13	0.016845802	Shared protein domains	PFAM
DHRS1	HSD17B11	0.01684645	Shared protein domains	PFAM
DHRS1	HSD17B12	0.021817759	Shared protein domains	PFAM
DHRS1	HSD17B7	0.014491626	Shared protein domains	PFAM
DHRS1	HSD17B14	0.014639938	Shared protein domains	PFAM
DHRS1	HSD3B7	0.010351541	Shared protein domains	PFAM
DHRS1	HSD17B8	0.01684328	Shared protein domains	PFAM
DHRS1	HSD17B6	0.021806879	Shared protein domains	PFAM
DHRS1	HSD17B1	0.016737541	Shared protein domains	PFAM
DHRS1	HSD3B1	0.010351541	Shared protein domains	PFAM
DHRS1	RDH5	0.014195726	Shared protein domains	PFAM
DHRS1	HSD17B10	0.016853146	Shared protein domains	PFAM
DHRS1	HSD17B3	0.014195726	Shared protein domains	PFAM
DHRS1	HSD17B2	0.023149524	Shared protein domains	PFAM
DHRS1	HSD17B4	0.015737213	Shared protein domains	PFAM
DHRS1	HSD3B2	0.010351541	Shared protein domains	PFAM
DHRS1	DHRS4L2	0.016241562	Shared protein domains	PFAM
DHRS1	HSDL1	0.014712723	Shared protein domains	PFAM
DHRS1	DHRS4	0.016853092	Shared protein domains	PFAM
DHRS1	RDH10	0.016846463	Shared protein domains	PFAM
DHRS1	DHRSX	0.014639938	Shared protein domains	PFAM
DHRS1	DECR2	0.016853146	Shared protein domains	PFAM
DHRS1	DCXR	0.016015705	Shared protein domains	PFAM
DHRS1	HSD11B1L	0.016744785	Shared protein domains	PFAM
DHRS1	RDH8	0.016853146	Shared protein domains	PFAM
DHRS1	SDR16C5	0.016845802	Shared protein domains	PFAM
DHRS1	DHRS2	0.016853092	Shared protein domains	PFAM
DHRS1	BDH1	0.016535608	Shared protein domains	PFAM
DHRS13	HSD17B13	0.01517436	Shared protein domains	PFAM
DHRS13	HSD17B11	0.015174944	Shared protein domains	PFAM
DHRS13	HSD17B12	0.009444733	Shared protein domains	PFAM
DHRS13	HSD17B7	0.02096166	Shared protein domains	PFAM
DHRS13	HSD17B14	0.02117619	Shared protein domains	PFAM
DHRS13	HSD3B7	0.014975383	Shared protein domains	PFAM
DHRS13	HSD17B8	0.0151720885	Shared protein domains	PFAM
DHRS13	HSD17B6	0.009445724	Shared protein domains	PFAM
DHRS13	HSD17B1	0.01507684	Shared protein domains	PFAM
DHRS13	HSD3B1	0.014975383	Shared protein domains	PFAM
DHRS13	RDH5	0.012784319	Shared protein domains	PFAM
DHRS13	HSD17B10	0.015180977	Shared protein domains	PFAM
DHRS13	HSD17B3	0.012784319	Shared protein domains	PFAM
DHRS13	HSD17B2	0.010021244	Shared protein domains	PFAM
DHRS13	HSD17B4	0.014175769	Shared protein domains	PFAM
DHRS13	HSD3B2	0.014975383	Shared protein domains	PFAM
DHRS13	DHRS4L2	0.014630072	Shared protein domains	PFAM
DHRS13	HSDL1	0.013252925	Shared protein domains	PFAM
DHRS13	DHRS4	0.015180927	Shared protein domains	PFAM
DHRS13	RDH10	0.015174955	Shared protein domains	PFAM
DHRS13	DHRSX	0.02117619	Shared protein domains	PFAM
DHRS13	DECR2	0.015180977	Shared protein domains	PFAM
DHRS13	DCXR	0.014426626	Shared protein domains	PFAM
DHRS13	HSD11B1L	0.015083364	Shared protein domains	PFAM
DHRS13	RDH8	0.015180977	Shared protein domains	PFAM
DHRS13	SDR16C5	0.01517436	Shared protein domains	PFAM
DHRS13	DHRS2	0.015180927	Shared protein domains	PFAM
DHRS13	BDH1	0.014894946	Shared protein domains	PFAM
DHRS13	DHRS1	0.014639938	Shared protein domains	PFAM
DHRS7B	HSD17B13	0.017550947	Shared protein domains	PFAM
DHRS7B	HSD17B11	0.017551623	Shared protein domains	PFAM
DHRS7B	HSD17B12	0.022731025	Shared protein domains	PFAM
DHRS7B	HSD17B7	0.015098232	Shared protein domains	PFAM
DHRS7B	HSD17B14	0.015252753	Shared protein domains	PFAM
DHRS7B	HSD3B7	0.010784847	Shared protein domains	PFAM
DHRS7B	HSD17B8	0.017548319	Shared protein domains	PFAM
DHRS7B	HSD17B6	0.02273341	Shared protein domains	PFAM
DHRS7B	HSD17B1	0.017438155	Shared protein domains	PFAM
DHRS7B	HSD3B1	0.010784847	Shared protein domains	PFAM
DHRS7B	RDH5	0.014789812	Shared protein domains	PFAM
DHRS7B	HSD17B10	0.0175586	Shared protein domains	PFAM
DHRS7B	HSD17B3	0.014789812	Shared protein domains	PFAM
DHRS7B	HSD17B2	0.024118539	Shared protein domains	PFAM
DHRS7B	HSD17B4	0.016395958	Shared protein domains	PFAM
DHRS7B	HSD3B2	0.010784847	Shared protein domains	PFAM
DHRS7B	DHRS4L2	0.016921414	Shared protein domains	PFAM
DHRS7B	HSDL1	0.015328581	Shared protein domains	PFAM
DHRS7B	DHRS4	0.017558543	Shared protein domains	PFAM
DHRS7B	RDH10	0.017551634	Shared protein domains	PFAM
DHRS7B	DHRSX	0.015252753	Shared protein domains	PFAM
DHRS7B	DECR2	0.0175586	Shared protein domains	PFAM
DHRS7B	DCXR	0.016686106	Shared protein domains	PFAM
DHRS7B	HSD11B1L	0.017445702	Shared protein domains	PFAM
DHRS7B	RDH8	0.0175586	Shared protein domains	PFAM
DHRS7B	SDR16C5	0.017550947	Shared protein domains	PFAM
DHRS7B	DHRS2	0.017558543	Shared protein domains	PFAM
DHRS7B	BDH1	0.017227773	Shared protein domains	PFAM
DHRS7B	DHRS1	0.016932826	Shared protein domains	PFAM
DHRS7B	DHRS13	0.015252753	Shared protein domains	PFAM
PECR	HSD17B13	0.015173861	Shared protein domains	PFAM
PECR	HSD17B11	0.015174446	Shared protein domains	PFAM
PECR	HSD17B12	0.00944856	Shared protein domains	PFAM
PECR	HSD17B7	0.020960972	Shared protein domains	PFAM
PECR	HSD17B14	0.021175493	Shared protein domains	PFAM
PECR	HSD3B7	0.014974892	Shared protein domains	PFAM
PECR	HSD17B8	0.01517159	Shared protein domains	PFAM
PECR	HSD17B6	0.009449552	Shared protein domains	PFAM
PECR	HSD17B1	0.015076345	Shared protein domains	PFAM
PECR	HSD3B1	0.014974892	Shared protein domains	PFAM
PECR	RDH5	0.012789499	Shared protein domains	PFAM
PECR	HSD17B10	0.015180478	Shared protein domains	PFAM
PECR	HSD17B3	0.012789499	Shared protein domains	PFAM
PECR	HSD17B2	0.010025305	Shared protein domains	PFAM
PECR	HSD17B4	0.014175302	Shared protein domains	PFAM
PECR	HSD3B2	0.014974892	Shared protein domains	PFAM
PECR	DHRS4L2	0.014629591	Shared protein domains	PFAM
PECR	HSDL1	0.013252489	Shared protein domains	PFAM
PECR	DHRS4	0.015180428	Shared protein domains	PFAM
PECR	RDH10	0.015174456	Shared protein domains	PFAM
PECR	DHRSX	0.021175493	Shared protein domains	PFAM
PECR	DECR2	0.015180478	Shared protein domains	PFAM
PECR	DCXR	0.014426151	Shared protein domains	PFAM
PECR	HSD11B1L	0.015082869	Shared protein domains	PFAM
PECR	RDH8	0.015180478	Shared protein domains	PFAM
PECR	SDR16C5	0.015173861	Shared protein domains	PFAM
PECR	DHRS2	0.015180428	Shared protein domains	PFAM
PECR	BDH1	0.014894455	Shared protein domains	PFAM
PECR	DHRS1	0.014639458	Shared protein domains	PFAM
PECR	DHRS13	0.021175493	Shared protein domains	PFAM
PECR	DHRS7B	0.015252251	Shared protein domains	PFAM
DHRS11	HSD17B13	0.015173817	Shared protein domains	PFAM
DHRS11	HSD17B11	0.015174401	Shared protein domains	PFAM
DHRS11	HSD17B12	0.009448533	Shared protein domains	PFAM
DHRS11	HSD17B7	0.020960912	Shared protein domains	PFAM
DHRS11	HSD17B14	0.021175433	Shared protein domains	PFAM
DHRS11	HSD3B7	0.014974848	Shared protein domains	PFAM
DHRS11	HSD17B8	0.015171546	Shared protein domains	PFAM
DHRS11	HSD17B6	0.009449525	Shared protein domains	PFAM
DHRS11	HSD17B1	0.015076301	Shared protein domains	PFAM
DHRS11	HSD3B1	0.014974848	Shared protein domains	PFAM
DHRS11	RDH5	0.012789462	Shared protein domains	PFAM
DHRS11	HSD17B10	0.015180433	Shared protein domains	PFAM
DHRS11	HSD17B3	0.012789462	Shared protein domains	PFAM
DHRS11	HSD17B2	0.010025276	Shared protein domains	PFAM
DHRS11	HSD17B4	0.01417526	Shared protein domains	PFAM
DHRS11	HSD3B2	0.014974848	Shared protein domains	PFAM
DHRS11	DHRS4L2	0.014629548	Shared protein domains	PFAM
DHRS11	HSDL1	0.013252451	Shared protein domains	PFAM
DHRS11	DHRS4	0.015180383	Shared protein domains	PFAM
DHRS11	RDH10	0.015174412	Shared protein domains	PFAM
DHRS11	DHRSX	0.021175433	Shared protein domains	PFAM
DHRS11	DECR2	0.015180433	Shared protein domains	PFAM
DHRS11	DCXR	0.014426109	Shared protein domains	PFAM
DHRS11	HSD11B1L	0.015082825	Shared protein domains	PFAM
DHRS11	RDH8	0.015180433	Shared protein domains	PFAM
DHRS11	SDR16C5	0.015173817	Shared protein domains	PFAM
DHRS11	DHRS2	0.015180383	Shared protein domains	PFAM
DHRS11	BDH1	0.014894412	Shared protein domains	PFAM
DHRS11	DHRS1	0.014639415	Shared protein domains	PFAM
DHRS11	DHRS13	0.021175433	Shared protein domains	PFAM
DHRS11	DHRS7B	0.0152522065	Shared protein domains	PFAM
DHRS11	PECR	0.021174736	Shared protein domains	PFAM
HSDL2	HSD17B13	0.015583571	Shared protein domains	PFAM
HSDL2	HSD17B11	0.015584171	Shared protein domains	PFAM
HSDL2	HSD17B12	0.020178735	Shared protein domains	PFAM
HSDL2	HSD17B7	0.013405791	Shared protein domains	PFAM
HSDL2	HSD17B14	0.01354299	Shared protein domains	PFAM
HSDL2	HSD3B7	0.009575917	Shared protein domains	PFAM
HSDL2	HSD17B8	0.015581238	Shared protein domains	PFAM
HSDL2	HSD17B6	0.020172924	Shared protein domains	PFAM
HSDL2	HSD17B1	0.015483421	Shared protein domains	PFAM
HSDL2	HSD3B1	0.009575917	Shared protein domains	PFAM
HSDL2	RDH5	0.027319536	Shared protein domains	PFAM
HSDL2	HSD17B10	0.015590366	Shared protein domains	PFAM
HSDL2	HSD17B3	0.027319536	Shared protein domains	PFAM
HSDL2	HSD17B2	0.021410454	Shared protein domains	PFAM
HSDL2	HSD17B4	0.03033598	Shared protein domains	PFAM
HSDL2	HSD3B2	0.009575917	Shared protein domains	PFAM
HSDL2	DHRS4L2	0.015024604	Shared protein domains	PFAM
HSDL2	HSDL1	0.01361032	Shared protein domains	PFAM
HSDL2	DHRS4	0.015590315	Shared protein domains	PFAM
HSDL2	RDH10	0.015584182	Shared protein domains	PFAM
HSDL2	DHRSX	0.01354299	Shared protein domains	PFAM
HSDL2	DECR2	0.015590366	Shared protein domains	PFAM
